image,disaster,pre_date,post_date,date_difference,days_difference,x_min,y_min,x_max,y_max,x_max_extended,polygon
hurricane-florence_00000415,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.97838926269405,34.720427601293906,-77.9737367196608,34.725080144327144,-77.97173671966081,"POLYGON ((-77.97838926269405 34.720427601293906, -77.97838926269405 34.725080144327144, -77.9737367196608 34.725080144327144, -77.9737367196608 34.720427601293906"
hurricane-florence_00000419,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.97328882316478,34.72030092053401,-77.96863634405165,34.72495339964714,-77.96663634405165,"POLYGON ((-77.97328882316478 34.72030092053401, -77.97328882316478 34.72495339964714, -77.96863634405165 34.72495339964714, -77.96863634405165 34.72030092053401"
hurricane-florence_00000420,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.92504218525568,34.76298960526306,-77.92033569587602,34.767696094642716,-77.91833569587602,"POLYGON ((-77.92504218525568 34.76298960526306, -77.92504218525568 34.767696094642716, -77.92033569587602 34.767696094642716, -77.92033569587602 34.76298960526306"
hurricane-florence_00000422,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.96818841550527,34.72017402664226,-77.9635360003425,34.72482644180503,-77.9615360003425,"POLYGON ((-77.96818841550527 34.72017402664226, -77.96818841550527 34.72482644180503, -77.9635360003425 34.72482644180503, -77.9635360003425 34.72017402664226"
hurricane-florence_00000423,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.91993865060216,34.76311202324033,-77.91523218722705,34.76781848661544,-77.91323218722705,"POLYGON ((-77.91993865060216 34.76311202324033, -77.91993865060216 34.76781848661544, -77.91523218722705 34.76781848661544, -77.91523218722705 34.76311202324033"
hurricane-florence_00000425,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.93044367731841,34.77128959391623,-77.9257368586061,34.77599641262854,-77.9237368586061,"POLYGON ((-77.93044367731841 34.77128959391623, -77.93044367731841 34.77599641262854, -77.9257368586061 34.77599641262854, -77.9257368586061 34.77128959391623"
hurricane-florence_00000427,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.9148350851498,34.76323422769998,-77.91012864781408,34.7679406650357,-77.90812864781408,"POLYGON ((-77.9148350851498 34.76323422769998, -77.9148350851498 34.7679406650357, -77.91012864781408 34.7679406650357, -77.91012864781408 34.76323422769998"
hurricane-florence_00000428,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.92533965631071,34.771412263696085,-77.92063286360371,34.77611905640309,-77.91863286360372,"POLYGON ((-77.92533965631071 34.771412263696085, -77.92533965631071 34.77611905640309, -77.92063286360371 34.77611905640309, -77.92063286360371 34.771412263696085"
hurricane-florence_00000429,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.95431170228098,34.724349514838075,-77.94960642173412,34.72905479538494,-77.94760642173412,"POLYGON ((-77.95431170228098 34.724349514838075, -77.95431170228098 34.72905479538494, -77.94960642173412 34.72905479538494, -77.94960642173412 34.724349514838075"
hurricane-florence_00000431,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.94381076576931,34.71617376999454,-77.93910583919667,34.720878696567176,-77.93710583919668,"POLYGON ((-77.94381076576931 34.71617376999454, -77.94381076576931 34.720878696567176, -77.93910583919667 34.720878696567176, -77.93910583919667 34.71617376999454"
hurricane-florence_00000432,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.92563725082537,34.77983490808683,-77.92093015464512,34.78454200426709,-77.91893015464512,"POLYGON ((-77.92563725082537 34.77983490808683, -77.92563725082537 34.78454200426709, -77.92093015464512 34.78454200426709, -77.92093015464512 34.77983490808683"
hurricane-florence_00000433,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.92023560443812,34.77153471989605,-77.91552883777128,34.776241486562895,-77.91352883777128,"POLYGON ((-77.92023560443812 34.77153471989605, -77.92023560443812 34.776241486562895, -77.91552883777128 34.776241486562895, -77.91552883777128 34.77153471989605"
hurricane-florence_00000434,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.94921067804232,34.72447304012992,-77.94450542313119,34.72917829504105,-77.9425054231312,"POLYGON ((-77.94921067804232 34.72447304012992, -77.94921067804232 34.72917829504105, -77.94450542313119 34.72917829504105, -77.94450542313119 34.72447304012992"
hurricane-florence_00000436,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.9205326815196,34.77995740251712,-77.91582561141514,34.78466447262158,-77.91382561141515,"POLYGON ((-77.9205326815196 34.77995740251712, -77.9205326815196 34.78466447262158, -77.91582561141514 34.78466447262158, -77.91582561141514 34.77995740251712"
hurricane-florence_00000437,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.91513152175415,34.771656962511884,-77.91042478116232,34.77636370310372,-77.90842478116232,"POLYGON ((-77.91513152175415 34.771656962511884, -77.91513152175415 34.77636370310372, -77.91042478116232 34.77636370310372, -77.91042478116232 34.771656962511884"
hurricane-florence_00000438,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.94410962274077,34.724596352228616,-77.93940439350018,34.7293015814692,-77.93740439350019,"POLYGON ((-77.94410962274077 34.724596352228616, -77.94410962274077 34.7293015814692, -77.93940439350018 34.7293015814692, -77.93940439350018 34.724596352228616"
hurricane-florence_00000439,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.91542808138988,34.7800796832968,-77.91072103739609,34.78478672729059,-77.90872103739609,"POLYGON ((-77.91542808138988 34.7800796832968, -77.91542808138988 34.78478672729059, -77.91072103739609 34.78478672729059, -77.91072103739609 34.7800796832968"
hurricane-florence_00000440,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.91002740831232,34.77177899153941,-77.90532069383035,34.776485706021376,-77.90332069383035,"POLYGON ((-77.91002740831232 34.77177899153941, -77.91002740831232 34.776485706021376, -77.90532069383035 34.776485706021376, -77.90532069383035 34.77177899153941"
hurricane-florence_00000442,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.91032345048978,34.78020175042159,-77.90561643264151,34.784908768269865,-77.90361643264151,"POLYGON ((-77.91032345048978 34.78020175042159, -77.91032345048978 34.784908768269865, -77.90561643264151 34.784908768269865, -77.90561643264151 34.78020175042159"
hurricane-florence_00000444,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.92623281043485,34.79668015473158,-77.92152510687008,34.80138785829636,-77.91952510687008,"POLYGON ((-77.92623281043485 34.79668015473158, -77.92623281043485 34.80138785829636, -77.92152510687008 34.80138785829636, -77.92152510687008 34.79668015473158"
hurricane-florence_00000445,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.90521878887286,34.78032360388735,-77.90051179720497,34.785030595555234,-77.89851179720497,"POLYGON ((-77.90521878887286 34.78032360388735, -77.90521878887286 34.785030595555234, -77.90051179720497 34.785030595555234, -77.90051179720497 34.78032360388735"
hurricane-florence_00000446,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.92112720562001,34.7968027256455,-77.9164195282024,34.80151040306312,-77.9144195282024,"POLYGON ((-77.92112720562001 34.7968027256455, -77.92112720562001 34.80151040306312, -77.9164195282024 34.80151040306312, -77.9164195282024 34.7968027256455"
hurricane-florence_00000447,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.92082988189681,34.7883800711011,-77.91612250820877,34.79308744478914,-77.91412250820878,"POLYGON ((-77.92082988189681 34.7883800711011, -77.92082988189681 34.79308744478914, -77.91612250820877 34.79308744478914, -77.91612250820877 34.7883800711011"
hurricane-florence_00000448,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.90011409659266,34.78044524368983,-77.89540713114002,34.78515220914248,-77.89340713114002,"POLYGON ((-77.90011409659266 34.78044524368983, -77.90011409659266 34.78515220914248, -77.89540713114002 34.78515220914248, -77.89540713114002 34.78044524368983"
hurricane-florence_00000449,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.9160215699561,34.79692508277568,-77.91131391872052,34.80163273401126,-77.90931391872053,"POLYGON ((-77.9160215699561 34.79692508277568, -77.9160215699561 34.80163273401126, -77.91131391872052 34.80163273401126, -77.91131391872052 34.79692508277568"
hurricane-florence_00000450,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.91572476410714,34.78850239005221,-77.91101741656546,34.7932097375939,-77.90901741656546,"POLYGON ((-77.91572476410714 34.78850239005221, -77.91572476410714 34.7932097375939, -77.91101741656546 34.7932097375939, -77.91101741656546 34.78850239005221"
hurricane-florence_00000451,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.9109159034967,34.79704722611793,-77.90620827847805,34.80175485113658,-77.90420827847805,"POLYGON ((-77.9109159034967 34.79704722611793, -77.9109159034967 34.80175485113658, -77.90620827847805 34.80175485113658, -77.90620827847805 34.79704722611793"
hurricane-florence_00000452,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.91061961553456,34.788624495281915,-77.90591229417407,34.7933318166424,-77.90391229417408,"POLYGON ((-77.91061961553456 34.788624495281915, -77.91061961553456 34.7933318166424, -77.90591229417407 34.7933318166424, -77.90591229417407 34.788624495281915"
hurricane-florence_00000453,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.87940208474456,34.77250668011476,-77.87469552765353,34.777213237205785,-77.87269552765353,"POLYGON ((-77.87940208474456 34.77250668011476, -77.87940208474456 34.777213237205785, -77.87469552765353 34.777213237205785, -77.87469552765353 34.77250668011476"
hurricane-florence_00000454,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.90551443623261,34.78874638678605,-77.90080714108822,34.793453681930444,-77.89880714108823,"POLYGON ((-77.90551443623261 34.78874638678605, -77.90551443623261 34.793453681930444, -77.90080714108822 34.793453681930444, -77.90080714108822 34.78874638678605"
hurricane-florence_00000456,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.8742977574968,34.772627213906716,-77.86959122675954,34.77733374464398,-77.86759122675954,"POLYGON ((-77.8742977574968 34.772627213906716, -77.8742977574968 34.77733374464398, -77.86959122675954 34.77733374464398, -77.86959122675954 34.772627213906716"
hurricane-florence_00000457,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.89530398565502,34.78898952860071,-77.89059674304738,34.79369677120835,-77.88859674304739,"POLYGON ((-77.89530398565502 34.78898952860071, -77.89530398565502 34.79369677120835, -77.89059674304738 34.79369677120835, -77.89059674304738 34.78898952860071"
hurricane-florence_00000459,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.92969893844261,34.750233017218456,-77.92499287786424,34.75493907779683,-77.92299287786425,"POLYGON ((-77.92969893844261 34.750233017218456, -77.92969893844261 34.75493907779683, -77.92499287786424 34.75493907779683, -77.92499287786424 34.750233017218456"
hurricane-florence_00000460,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.93450343999179,34.74168761281654,-77.92979765656587,34.74639339624246,-77.92779765656587,"POLYGON ((-77.93450343999179 34.74168761281654, -77.93450343999179 34.74639339624246, -77.92979765656587 34.74639339624246, -77.92979765656587 34.74168761281654"
hurricane-florence_00000461,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.89019871448652,34.78911077890288,-77.88549149819956,34.79381799518985,-77.88349149819956,"POLYGON ((-77.89019871448652 34.78911077890288, -77.89019871448652 34.79381799518985, -77.88549149819956 34.79381799518985, -77.88549149819956 34.78911077890288"
hurricane-florence_00000462,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.92459621004994,34.75035559128964,-77.9198901753879,34.755061625951676,-77.91789017538791,"POLYGON ((-77.92459621004994 34.75035559128964, -77.92459621004994 34.755061625951676, -77.9198901753879 34.755061625951676, -77.9198901753879 34.75035559128964"
hurricane-florence_00000464,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.88509341280297,34.78923181546273,-77.88038622287155,34.793939005394144,-77.87838622287155,"POLYGON ((-77.88509341280297 34.78923181546273, -77.88509341280297 34.793939005394144, -77.88038622287155 34.793939005394144, -77.88038622287155 34.78923181546273"
hurricane-florence_00000465,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.92940125914514,34.74181036196062,-77.9246955015652,34.74651611954056,-77.9226955015652,"POLYGON ((-77.92940125914514 34.74181036196062, -77.92940125914514 34.74651611954056, -77.9246955015652 34.74651611954056, -77.9246955015652 34.74181036196062"
hurricane-florence_00000466,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.91949345082377,34.75047795194719,-77.91478744211291,34.755183960658044,-77.91278744211291,"POLYGON ((-77.91949345082377 34.75047795194719, -77.91949345082377 34.755183960658044, -77.91478744211291 34.755183960658044, -77.91478744211291 34.75047795194719"
hurricane-florence_00000468,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.87998808065801,34.78935263827599,-77.87528091711697,34.79405980181704,-77.87328091711697,"POLYGON ((-77.87998808065801 34.78935263827599, -77.87998808065801 34.79405980181704, -77.87528091711697 34.79405980181704, -77.87528091711697 34.78935263827599"
hurricane-florence_00000469,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.92429904742409,34.74193289776171,-77.91959331572494,34.746638629460854,-77.91759331572494,"POLYGON ((-77.92429904742409 34.74193289776171, -77.92429904742409 34.746638629460854, -77.91959331572494 34.746638629460854, -77.91959331572494 34.74193289776171"
hurricane-florence_00000470,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.8748827181052,34.78947324733863,-77.8701755809894,34.79418038445442,-77.8681755809894,"POLYGON ((-77.8748827181052 34.78947324733863, -77.8748827181052 34.79418038445442, -77.8701755809894 34.79418038445442, -77.8701755809894 34.78947324733863"
hurricane-florence_00000471,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.91919680488208,34.74205522021564,-77.91449109909857,34.74676092599915,-77.91249109909857,"POLYGON ((-77.91919680488208 34.74205522021564, -77.91919680488208 34.74676092599915, -77.91449109909857 34.74676092599915, -77.91449109909857 34.74205522021564"
hurricane-florence_00000472,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.929996741288,34.75865565843254,-77.92529037756542,34.763362022155114,-77.92329037756542,"POLYGON ((-77.929996741288 34.75865565843254, -77.929996741288 34.763362022155114, -77.92529037756542 34.763362022155114, -77.92529037756542 34.75865565843254"
hurricane-florence_00000473,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.93029466773156,34.767078285600405,-77.92558800071897,34.77178495261299,-77.92358800071898,"POLYGON ((-77.93029466773156 34.767078285600405, -77.93029466773156 34.77178495261299, -77.92558800071897 34.77178495261299, -77.92558800071897 34.767078285600405"
hurricane-florence_00000475,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.92519090535387,34.767200936234715,-77.92048426432879,34.771907577259796,-77.9184842643288,"POLYGON ((-77.92519090535387 34.767200936234715, -77.92519090535387 34.771907577259796, -77.92048426432879 34.771907577259796, -77.92048426432879 34.767200936234715"
hurricane-florence_00000476,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.9248934960098,34.75877827078144,-77.92018715823913,34.76348460855212,-77.91818715823914,"POLYGON ((-77.9248934960098 34.75877827078144, -77.9248934960098 34.76348460855212, -77.92018715823913 34.76348460855212, -77.92018715823913 34.75877827078144"
hurricane-florence_00000478,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.93059271782369,34.77550089871956,-77.92588574737519,34.78020786916806,-77.9238857473752,"POLYGON ((-77.93059271782369 34.77550089871956, -77.93059271782369 34.78020786916806, -77.92588574737519 34.78020786916806, -77.92588574737519 34.77550089871956"
hurricane-florence_00000479,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.92008711211759,34.76732337332236,-77.91538049711484,34.7720299883251,-77.91338049711484,"POLYGON ((-77.92008711211759 34.76732337332236, -77.92008711211759 34.7720299883251, -77.91538049711484 34.7720299883251, -77.91538049711484 34.76732337332236"
hurricane-florence_00000480,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.91979021988556,34.758900669650245,-77.91508390810164,34.763606981434165,-77.91308390810164,"POLYGON ((-77.91979021988556 34.758900669650245, -77.91979021988556 34.763606981434165, -77.91508390810164 34.763606981434165, -77.91508390810164 34.758900669650245"
hurricane-florence_00000481,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.92548843813245,34.775623587646905,-77.92078149370707,34.780330532072284,-77.91878149370707,"POLYGON ((-77.92548843813245 34.775623587646905, -77.92548843813245 34.780330532072284, -77.92078149370707 34.780330532072284, -77.92078149370707 34.775623587646905"
hurricane-florence_00000482,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.94906097603823,34.72026177002754,-77.94435587249697,34.72496687356879,-77.94235587249698,"POLYGON ((-77.94906097603823 34.72026177002754, -77.94906097603823 34.72496687356879, -77.94435587249697 34.72496687356879, -77.94435587249697 34.72026177002754"
hurricane-florence_00000483,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.95446169341183,34.72856076213116,-77.94975626144095,34.733266194102036,-77.94775626144096,"POLYGON ((-77.95446169341183 34.72856076213116, -77.95446169341183 34.733266194102036, -77.94975626144095 34.733266194102036, -77.94975626144095 34.72856076213116"
hurricane-florence_00000484,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.92038412757003,34.775746062961076,-77.91567720920263,34.78045298132849,-77.91367720920263,"POLYGON ((-77.92038412757003 34.775746062961076, -77.92038412757003 34.78045298132849, -77.91567720920263 34.78045298132849, -77.91567720920263 34.775746062961076"
hurricane-florence_00000485,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.91527978618996,34.775868324657864,-77.91057289391537,34.78057521693245,-77.90857289391538,"POLYGON ((-77.91527978618996 34.775868324657864, -77.91527978618996 34.78057521693245, -77.91057289391537 34.78057521693245, -77.91057289391537 34.775868324657864"
hurricane-florence_00000487,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.92578609439579,34.78404622501558,-77.92107884642417,34.788753472987196,-77.91907884642417,"POLYGON ((-77.92578609439579 34.78404622501558, -77.92578609439579 34.788753472987196, -77.92107884642417 34.788753472987196, -77.92107884642417 34.78404622501558"
hurricane-florence_00000488,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.91017541404577,34.775990372733084,-77.90546854789889,34.78069723887996,-77.9034685478989,"POLYGON ((-77.91017541404577 34.775990372733084, -77.91017541404577 34.78069723887996, -77.90546854789889 34.78069723887996, -77.90546854789889 34.775990372733084"
hurricane-florence_00000490,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.93435438840844,34.73747629908742,-77.92964875644486,34.742181931050986,-77.92764875644487,"POLYGON ((-77.93435438840844 34.73747629908742, -77.93435438840844 34.742181931050986, -77.92964875644486 34.742181931050986, -77.92964875644486 34.73747629908742"
hurricane-florence_00000491,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.93975493071828,34.745775941350104,-77.9350489699647,34.75048190210368,-77.9330489699647,"POLYGON ((-77.93975493071828 34.745775941350104, -77.93975493071828 34.75048190210368, -77.9350489699647 34.75048190210368, -77.9350489699647 34.745775941350104"
hurricane-florence_00000492,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.92925246581113,34.73759902906607,-77.92454685967579,34.742304635201414,-77.92254685967579,"POLYGON ((-77.92925246581113 34.73759902906607, -77.92925246581113 34.742304635201414, -77.92454685967579 34.742304635201414, -77.92454685967579 34.73759902906607"
hurricane-florence_00000494,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.93465252250299,34.74589892303346,-77.9299465875783,34.750604857958145,-77.9279465875783,"POLYGON ((-77.93465252250299 34.74589892303346, -77.93465252250299 34.750604857958145, -77.9299465875783 34.750604857958145, -77.9299465875783 34.74589892303346"
hurricane-florence_00000495,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.91904852806562,34.73784384908996,-77.91434297369116,34.742549403464416,-77.91234297369117,"POLYGON ((-77.91904852806562 34.73784384908996, -77.91904852806562 34.742549403464416, -77.91434297369116 34.742549403464416, -77.91434297369116 34.73784384908996"
hurricane-florence_00000496,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.91394651302429,34.73796593912678,-77.90924098458251,34.742671467568556,-77.90724098458251,"POLYGON ((-77.91394651302429 34.73796593912678, -77.91394651302429 34.742671467568556, -77.90924098458251 34.742671467568556, -77.90924098458251 34.73796593912678"
hurricane-florence_00000499,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.85650238260932,34.64508819613837,-77.8517987628857,34.649791815862,-77.8497987628857,"POLYGON ((-77.85650238260932 34.64508819613837, -77.85650238260932 34.649791815862, -77.8517987628857 34.649791815862, -77.8517987628857 34.64508819613837"
hurricane-florence_00000500,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.86655413820456,34.64063589060209,-77.8618506171689,34.645339411637764,-77.8598506171689,"POLYGON ((-77.86655413820456 34.64063589060209, -77.86655413820456 34.645339411637764, -77.8618506171689 34.645339411637764, -77.8618506171689 34.64063589060209"
hurricane-florence_00000501,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.86801071551629,34.7706701221141,-77.86330453785435,34.775376299776035,-77.86130453785435,"POLYGON ((-77.86801071551629 34.7706701221141, -77.86801071551629 34.775376299776035, -77.86330453785435 34.775376299776035, -77.86330453785435 34.7706701221141"
hurricane-florence_00000503,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.84831894857967,34.792205951080604,-77.84361211937612,34.79691278028416,-77.84161211937612,"POLYGON ((-77.84831894857967 34.792205951080604, -77.84831894857967 34.79691278028416, -77.84361211937612 34.79691278028416, -77.84361211937612 34.792205951080604"
hurricane-florence_00000504,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.85780268694823,34.7709099975096,-77.8530965621597,34.775616122298125,-77.85109656215971,"POLYGON ((-77.85780268694823 34.7709099975096, -77.85780268694823 34.775616122298125, -77.8530965621597 34.775616122298125, -77.8530965621597 34.7709099975096"
hurricane-florence_00000505,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.86815657242506,34.77488144083686,-77.86345024327885,34.779587769983074,-77.86145024327885,"POLYGON ((-77.86815657242506 34.77488144083686, -77.86815657242506 34.779587769983074, -77.86345024327885 34.779587769983074, -77.86345024327885 34.77488144083686"
hurricane-florence_00000506,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.87369932880554,34.787395042890445,-77.86899251853211,34.79210185316387,-77.86699251853211,"POLYGON ((-77.87369932880554 34.787395042890445, -77.87369932880554 34.79210185316387, -77.86899251853211 34.79210185316387, -77.86899251853211 34.787395042890445"
hurricane-florence_00000507,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.86305231453743,34.77500150406882,-77.85834601182839,34.779707806777864,-77.85634601182839,"POLYGON ((-77.86305231453743 34.77500150406882, -77.86305231453743 34.779707806777864, -77.85834601182839 34.779707806777864, -77.85834601182839 34.77500150406882"
hurricane-florence_00000508,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.86859432476169,34.78751537606921,-77.86388754094423,34.79222215988666,-77.86188754094424,"POLYGON ((-77.86859432476169 34.78751537606921, -77.86859432476169 34.79222215988666, -77.86388754094423 34.79222215988666, -77.86388754094423 34.78751537606921"
hurricane-florence_00000513,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.87384556572239,34.79160632887595,-77.86913860380115,34.79631329079719,-77.86713860380115,"POLYGON ((-77.87384556572239 34.79160632887595, -77.87384556572239 34.79631329079719, -77.86913860380115 34.79631329079719, -77.86913860380115 34.79160632887595"
hurricane-florence_00000514,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.84817400629431,34.78799457153306,-77.84346732864907,34.7927012491783,-77.84146732864907,"POLYGON ((-77.84817400629431 34.78799457153306, -77.84817400629431 34.7927012491783, -77.84346732864907 34.7927012491783, -77.84346732864907 34.78799457153306"
hurricane-florence_00000518,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.86844837704159,34.783304067814704,-77.86374174481763,34.78801070003866,-77.86174174481764,"POLYGON ((-77.86844837704159 34.783304067814704, -77.86844837704159 34.78801070003866, -77.86374174481763 34.78801070003866, -77.86374174481763 34.783304067814704"
